minuto,requisicoes,r200,r400,tempo
2020-09-23 16:08:06,153,100,50,3030
2020-09-23 16:09:06,321,320,1,6420
2020-09-23 16:10:05,343,343,0,6860
2020-09-23 16:11:05,88,80,8,1760
2020-09-23 16:12:05,634,555,32,12210
2020-09-23 16:13:05,45,40,5,900
2020-09-23 16:14:05,454,444,1,8990
2020-09-23 16:15:05,42,41,1,840
2020-09-23 16:16:05,88,80,8,1760
2020-09-23 16:17:05,78,65,13,1560
2020-09-23 16:18:05,578,478,100,11560
2020-09-23 16:19:05,123,100,23,2460
2020-09-23 16:20:05,88,78,10,1760
2020-09-23 16:21:05,456,400,56,9120
2020-09-23 16:22:05,78,70,8,1560
2020-09-23 16:23:05,56,55,1,1120
2020-09-23 16:24:05,99,90,9,1980
2020-09-23 16:25:05,456,444,12,9120
2020-09-23 16:26:05,6,0,6,120
2020-09-23 16:27:05,233,200,33,4660
2020-09-23 16:28:05,665,555,110,13300
2020-09-23 16:29:05,234,134,100,4680
2020-09-23 16:30:05,23,20,3,460
2020-09-23 16:31:05,232,180,52,4640
2020-09-23 16:32:05,87,50,37,1740
2020-09-23 16:33:05,656,640,15,13110
2020-09-23 16:34:05,345,300,45,6900
2020-09-23 16:35:05,665,643,5,13130
2020-09-23 16:36:04,675,665,10,13500
2020-09-23 16:37:04,65,64,1,1300
2020-09-23 16:38:04,676,673,3,13520
2020-09-23 16:39:04,127,120,7,2540
2020-09-23 16:40:04,234,123,99,4560
2020-09-23 16:41:04,54,30,12,960
2020-09-23 16:42:04,23,10,13,460
2020-09-23 16:43:04,345,280,55,6800
2020-09-23 16:44:04,67,44,12,1230
2020-09-23 16:45:04,45,33,12,900
2020-09-23 16:46:04,78,60,18,1560
2020-09-23 16:47:04,56,33,4,930
2020-09-23 16:48:04,456,326,128,9100
2020-09-23 16:49:04,78,33,32,1430
2020-09-23 16:50:04,345,222,111,6780
2020-09-23 16:51:04,344,300,44,6880
2020-09-23 16:52:04,365,281,64,7100
2020-09-23 16:53:04,456,380,70,9060
2020-09-23 16:54:04,78,44,30,1520
2020-09-23 16:55:04,56,12,40,1080
2020-09-23 16:56:04,489,234,222,9450
2020-09-23 16:57:04,456,269,132,8570
2020-09-23 16:58:04,78,45,33,1560
2020-09-23 16:59:04,453,440,12,9050
2020-09-23 17:00:04,123,98,12,2330
2020-09-23 17:01:04,87,60,27,1740
2020-09-23 17:02:03,453,343,62,8580
2020-09-23 17:03:03,88,12,2,1020
2020-09-23 17:04:03,322,224,34,5800
2020-09-23 17:05:03,87,44,12,1430
2020-09-23 17:06:03,345,340,12,6970
2020-09-23 17:07:03,435,320,115,8700
2020-09-23 17:08:03,153,100,50,3030
2020-09-23 17:09:03,321,320,1,6420
2020-09-23 17:10:03,343,343,0,6860
2020-09-23 17:11:03,88,80,8,1760
2020-09-23 17:12:03,634,555,32,12210
2020-09-23 17:13:03,45,40,5,900
2020-09-23 17:14:03,454,444,1,8990
2020-09-23 17:15:03,42,41,1,840
2020-09-23 17:16:03,88,80,8,1760
2020-09-23 17:17:03,78,65,13,1560
2020-09-23 17:18:03,578,478,100,11560
2020-09-23 17:19:03,123,100,23,2460
2020-09-23 17:20:03,88,78,10,1760
2020-09-23 17:21:03,456,400,56,9120
2020-09-23 17:22:03,78,70,8,1560
2020-09-23 17:23:03,56,55,1,1120
2020-09-23 17:24:03,99,90,9,1980
2020-09-23 17:25:03,456,444,12,9120
2020-09-23 17:26:03,6,0,6,120
2020-09-23 17:27:03,233,200,33,4660
2020-09-23 17:28:02,665,555,110,13300
2020-09-23 17:29:02,234,134,100,4680
2020-09-23 17:30:02,23,20,3,460
2020-09-23 17:31:02,232,180,52,4640
2020-09-23 17:32:02,87,50,37,1740
2020-09-23 17:33:02,656,640,15,13110
2020-09-23 17:34:02,345,300,45,6900
2020-09-23 17:35:02,665,643,5,13130
2020-09-23 17:36:02,675,665,10,13500
2020-09-23 17:37:02,65,64,1,1300
2020-09-23 17:38:02,676,673,3,13520
2020-09-23 17:39:02,127,120,7,2540
2020-09-23 17:40:02,234,123,99,4560
2020-09-23 17:41:02,54,30,12,960
2020-09-23 17:42:02,23,10,13,460
2020-09-23 17:43:02,345,280,55,6800
2020-09-23 17:44:02,67,44,12,1230
2020-09-23 17:45:02,45,33,12,900
2020-09-23 17:46:02,78,60,18,1560
2020-09-23 17:47:02,56,33,4,930
2020-09-23 17:48:02,456,326,128,9100
2020-09-23 17:49:02,78,33,32,1430
2020-09-23 17:50:02,345,222,111,6780
2020-09-23 17:51:02,344,300,44,6880
2020-09-23 17:52:02,365,281,64,7100
2020-09-23 17:53:02,456,380,70,9060
2020-09-23 17:54:01,78,44,30,1520
2020-09-23 17:55:01,56,12,40,1080
2020-09-23 17:56:01,489,234,222,9450
2020-09-23 17:57:01,456,269,132,8570
2020-09-23 17:58:01,78,45,33,1560
2020-09-23 17:59:01,453,440,12,9050
2020-09-23 18:00:01,123,98,12,2330
2020-09-23 18:01:01,87,60,27,1740
2020-09-23 18:02:01,453,343,62,8580
2020-09-23 18:03:01,88,12,2,1020
2020-09-23 18:04:01,322,224,34,5800
2020-09-23 18:05:01,87,44,12,1430
2020-09-23 18:06:01,345,340,12,6970
2020-09-23 18:07:01,435,320,115,8700
2020-09-23 18:08:01,153,100,50,3030
2020-09-23 18:09:01,321,320,1,6420
2020-09-23 18:10:01,343,343,0,6860
2020-09-23 18:11:01,88,80,8,1760
2020-09-23 18:12:01,634,555,32,12210
2020-09-23 18:13:01,45,40,5,900
2020-09-23 18:14:01,454,444,1,8990
2020-09-23 18:15:01,42,41,1,840
2020-09-23 18:16:01,88,80,8,1760
2020-09-23 18:17:01,78,65,13,1560
2020-09-23 18:18:01,578,478,100,11560
2020-09-23 18:19:01,123,100,23,2460
2020-09-23 18:20:00,88,78,10,1760
2020-09-23 18:21:00,456,400,56,9120
2020-09-23 18:22:00,78,70,8,1560
2020-09-23 18:23:00,56,55,1,1120
2020-09-23 18:24:00,99,90,9,1980
2020-09-23 18:25:00,456,444,12,9120
2020-09-23 18:26:00,6,0,6,120
2020-09-23 18:27:00,233,200,33,4660
2020-09-23 18:28:00,665,555,110,13300
2020-09-23 18:29:00,234,134,100,4680
2020-09-23 18:30:00,23,20,3,460
2020-09-23 18:31:00,232,180,52,4640
2020-09-23 18:32:00,87,50,37,1740
2020-09-23 18:33:00,656,640,15,13110
2020-09-23 18:34:00,345,300,45,6900
2020-09-23 18:35:00,665,643,5,13130
2020-09-23 18:36:00,675,665,10,13500
2020-09-23 18:37:00,65,64,1,1300
2020-09-23 18:38:00,676,673,3,13520
2020-09-23 18:39:00,127,120,7,2540
2020-09-23 18:40:00,234,123,99,4560
2020-09-23 18:41:00,54,30,12,960
2020-09-23 18:42:00,23,10,13,460
2020-09-23 18:43:00,345,280,55,6800
2020-09-23 18:44:00,67,44,12,1230
2020-09-23 18:45:00,45,33,12,900
2020-09-23 18:45:59,78,60,18,1560
2020-09-23 18:46:59,56,33,4,930
2020-09-23 18:47:59,456,326,128,9100
2020-09-23 18:48:59,78,33,32,1430
2020-09-23 18:49:59,345,222,111,6780
2020-09-23 18:50:59,344,300,44,6880
2020-09-23 18:51:59,365,281,64,7100
2020-09-23 18:52:59,456,380,70,9060
2020-09-23 18:53:59,78,44,30,1520
2020-09-23 18:54:59,56,12,40,1080
2020-09-23 18:55:59,489,234,222,9450
2020-09-23 18:56:59,456,269,132,8570
2020-09-23 18:57:59,78,45,33,1560
2020-09-23 18:58:59,453,440,12,9050
2020-09-23 18:59:59,123,98,12,2330
2020-09-23 19:00:59,87,60,27,1740
2020-09-23 19:01:59,453,343,62,8580
2020-09-23 19:02:59,88,12,2,1020
2020-09-23 19:03:59,322,224,34,5800
2020-09-23 19:04:59,87,44,12,1430
2020-09-23 19:05:59,345,340,12,6970
2020-09-23 19:06:59,435,320,115,8700
2020-09-23 19:07:59,153,100,50,3030
2020-09-23 19:08:59,321,320,1,6420
2020-09-23 19:09:59,343,343,0,6860
2020-09-23 19:10:59,88,80,8,1760
2020-09-23 19:11:58,634,555,32,12210
2020-09-23 19:12:58,45,40,5,900
2020-09-23 19:13:58,454,444,1,8990
2020-09-23 19:14:58,42,41,1,840
2020-09-23 19:15:58,88,80,8,1760
2020-09-23 19:16:58,78,65,13,1560
2020-09-23 19:17:58,578,478,100,11560
2020-09-23 19:18:58,123,100,23,2460
2020-09-23 19:19:58,88,78,10,1760
2020-09-23 19:20:58,456,400,56,9120
2020-09-23 19:21:58,78,70,8,1560
2020-09-23 19:22:58,56,55,1,1120
2020-09-23 19:23:58,99,90,9,1980
2020-09-23 19:24:58,456,444,12,9120
2020-09-23 19:25:58,6,0,6,120
2020-09-23 19:26:58,233,200,33,4660
2020-09-23 19:27:58,665,555,110,13300
2020-09-23 19:28:58,234,134,100,4680
2020-09-23 19:29:58,23,20,3,460
2020-09-23 19:30:58,232,180,52,4640
2020-09-23 19:31:58,87,50,37,1740
2020-09-23 19:32:58,656,640,15,13110
2020-09-23 19:33:58,345,300,45,6900
2020-09-23 19:34:58,665,643,5,13130
2020-09-23 19:35:58,675,665,10,13500
2020-09-23 19:36:58,65,64,1,1300
2020-09-23 19:37:57,676,673,3,13520
2020-09-23 19:38:57,127,120,7,2540
2020-09-23 19:39:57,234,123,99,4560
2020-09-23 19:40:57,54,30,12,960
2020-09-23 19:41:57,23,10,13,460
2020-09-23 19:42:57,345,280,55,6800
2020-09-23 19:43:57,67,44,12,1230
2020-09-23 19:44:57,45,33,12,900
2020-09-23 19:45:57,78,60,18,1560
2020-09-23 19:46:57,56,33,4,930
2020-09-23 19:47:57,456,326,128,9100
2020-09-23 19:48:57,78,33,32,1430
2020-09-23 19:49:57,345,222,111,6780
2020-09-23 19:50:57,344,300,44,6880
2020-09-23 19:51:57,365,281,64,7100
2020-09-23 19:52:57,456,380,70,9060
2020-09-23 19:53:57,78,44,30,1520
2020-09-23 19:54:57,56,12,40,1080
2020-09-23 19:55:57,489,234,222,9450
2020-09-23 19:56:57,456,269,132,8570
2020-09-23 19:57:57,78,45,33,1560
2020-09-23 19:58:57,453,440,12,9050
2020-09-23 19:59:57,123,98,12,2330
2020-09-23 20:00:57,87,60,27,1740
2020-09-23 20:01:57,453,343,62,8580
2020-09-23 20:02:57,88,12,2,1020
2020-09-23 20:03:56,322,224,34,5800
2020-09-23 20:04:56,87,44,12,1430
2020-09-23 20:05:56,345,340,12,6970
2020-09-23 20:06:56,435,320,115,8700
2020-09-23 20:07:56,153,100,50,3030
2020-09-23 20:08:56,321,320,1,6420
2020-09-23 20:09:56,343,343,0,6860
2020-09-23 20:10:56,88,80,8,1760
2020-09-23 20:11:56,634,555,32,12210
2020-09-23 20:12:56,45,40,5,900
2020-09-23 20:13:56,454,444,1,8990
2020-09-23 20:14:56,42,41,1,840
2020-09-23 20:15:56,88,80,8,1760
2020-09-23 20:16:56,78,65,13,1560
2020-09-23 20:17:56,578,478,100,11560
2020-09-23 20:18:56,123,100,23,2460
2020-09-23 20:19:56,88,78,10,1760
2020-09-23 20:20:56,456,400,56,9120
2020-09-23 20:21:56,78,70,8,1560
2020-09-23 20:22:56,56,55,1,1120
2020-09-23 20:23:56,99,90,9,1980
2020-09-23 20:24:56,456,444,12,9120
2020-09-23 20:25:56,6,0,6,120
2020-09-23 20:26:56,233,200,33,4660
2020-09-23 20:27:56,665,555,110,13300
2020-09-23 20:28:56,234,134,100,4680
2020-09-23 20:29:55,23,20,3,460
2020-09-23 20:30:55,232,180,52,4640
2020-09-23 20:31:55,87,50,37,1740
2020-09-23 20:32:55,656,640,15,13110
2020-09-23 20:33:55,345,300,45,6900
2020-09-23 20:34:55,665,643,5,13130
2020-09-23 20:35:55,675,665,10,13500
2020-09-23 20:36:55,65,64,1,1300
2020-09-23 20:37:55,676,673,3,13520
2020-09-23 20:38:55,127,120,7,2540
2020-09-23 20:39:55,234,123,99,4560
2020-09-23 20:40:55,54,30,12,960
2020-09-23 20:41:55,23,10,13,460
2020-09-23 20:42:55,345,280,55,6800
2020-09-23 20:43:55,67,44,12,1230
2020-09-23 20:44:55,45,33,12,900
2020-09-23 20:45:55,78,60,18,1560
2020-09-23 20:46:55,56,33,4,930
2020-09-23 20:47:55,456,326,128,9100
2020-09-23 20:48:55,78,33,32,1430
2020-09-23 20:49:55,345,222,111,6780
2020-09-23 20:50:55,344,300,44,6880
2020-09-23 20:51:55,365,281,64,7100
2020-09-23 20:52:55,456,380,70,9060
2020-09-23 20:53:55,78,44,30,1520
2020-09-23 20:54:55,56,12,40,1080
2020-09-23 20:55:54,489,234,222,9450
2020-09-23 20:56:54,456,269,132,8570
2020-09-23 20:57:54,78,45,33,1560
2020-09-23 20:58:54,453,440,12,9050
2020-09-23 20:59:54,123,98,12,2330
2020-09-23 21:00:54,87,60,27,1740
2020-09-23 21:01:54,453,343,62,8580
2020-09-23 21:02:54,88,12,2,1020
2020-09-23 21:03:54,322,224,34,5800
2020-09-23 21:04:54,87,44,12,1430
2020-09-23 21:05:54,345,340,12,6970
2020-09-23 21:06:54,435,320,115,8700
2020-09-23 21:07:54,153,100,50,3030
2020-09-23 21:08:54,321,320,1,6420
2020-09-23 21:09:54,343,343,0,6860
2020-09-23 21:10:54,88,80,8,1760
2020-09-23 21:11:54,634,555,32,12210
2020-09-23 21:12:54,45,40,5,900
2020-09-23 21:13:54,454,444,1,8990
2020-09-23 21:14:54,42,41,1,840
2020-09-23 21:15:54,88,80,8,1760
2020-09-23 21:16:54,78,65,13,1560
2020-09-23 21:17:54,578,478,100,11560
2020-09-23 21:18:54,123,100,23,2460
2020-09-23 21:19:54,88,78,10,1760
2020-09-23 21:20:54,456,400,56,9120
2020-09-23 21:21:53,78,70,8,1560
2020-09-23 21:22:53,56,55,1,1120
2020-09-23 21:23:53,99,90,9,1980
2020-09-23 21:24:53,456,444,12,9120
2020-09-23 21:25:53,6,0,6,120
2020-09-23 21:26:53,233,200,33,4660
2020-09-23 21:27:53,665,555,110,13300
2020-09-23 21:28:53,234,134,100,4680
2020-09-23 21:29:53,23,20,3,460
2020-09-23 21:30:53,232,180,52,4640
2020-09-23 21:31:53,87,50,37,1740
2020-09-23 21:32:53,656,640,15,13110
2020-09-23 21:33:53,345,300,45,6900
2020-09-23 21:34:53,665,643,5,13130
2020-09-23 21:35:53,675,665,10,13500
2020-09-23 21:36:53,65,64,1,1300
2020-09-23 21:37:53,676,673,3,13520
2020-09-23 21:38:53,127,120,7,2540
2020-09-23 21:39:53,234,123,99,4560
2020-09-23 21:40:53,54,30,12,960
2020-09-23 21:41:53,23,10,13,460
2020-09-23 21:42:53,345,280,55,6800
2020-09-23 21:43:53,67,44,12,1230
2020-09-23 21:44:53,45,33,12,900
2020-09-23 21:45:53,78,60,18,1560
2020-09-23 21:46:53,56,33,4,930
2020-09-23 21:47:52,456,326,128,9100
2020-09-23 21:48:52,78,33,32,1430
2020-09-23 21:49:52,345,222,111,6780
2020-09-23 21:50:52,344,300,44,6880
2020-09-23 21:51:52,365,281,64,7100
2020-09-23 21:52:52,456,380,70,9060
2020-09-23 21:53:52,78,44,30,1520
2020-09-23 21:54:52,56,12,40,1080
2020-09-23 21:55:52,489,234,222,9450
2020-09-23 21:56:52,456,269,132,8570
2020-09-23 21:57:52,78,45,33,1560
2020-09-23 21:58:52,453,440,12,9050
2020-09-23 21:59:52,123,98,12,2330
2020-09-23 22:00:52,87,60,27,1740
2020-09-23 22:01:52,453,343,62,8580
2020-09-23 22:02:52,88,12,2,1020
2020-09-23 22:03:52,322,224,34,5800
2020-09-23 22:04:52,87,44,12,1430
2020-09-23 22:05:52,345,340,12,6970
2020-09-23 22:06:52,435,320,115,8700
2020-09-23 22:07:52,153,100,50,3030
2020-09-23 22:08:52,321,320,1,6420
2020-09-23 22:09:52,343,343,0,6860
2020-09-23 22:10:52,88,80,8,1760
2020-09-23 22:11:52,634,555,32,12210
2020-09-23 22:12:52,45,40,5,900
2020-09-23 22:13:52,454,444,1,8990
2020-09-23 22:14:51,42,41,1,840
2020-09-23 22:15:51,88,80,8,1760
2020-09-23 22:16:51,78,65,13,1560
2020-09-23 22:17:51,578,478,100,11560
2020-09-23 22:18:51,123,100,23,2460
2020-09-23 22:19:51,88,78,10,1760
2020-09-23 22:20:51,456,400,56,9120
2020-09-23 22:21:51,78,70,8,1560
2020-09-23 22:22:51,56,55,1,1120
2020-09-23 22:23:51,99,90,9,1980
2020-09-23 22:24:51,456,444,12,9120
2020-09-23 22:25:51,6,0,6,120
2020-09-23 22:26:51,233,200,33,4660
2020-09-23 22:27:51,665,555,110,13300
2020-09-23 22:28:51,234,134,100,4680
2020-09-23 22:29:51,23,20,3,460
2020-09-23 22:30:51,232,180,52,4640
2020-09-23 22:31:51,87,50,37,1740
2020-09-23 22:32:51,656,640,15,13110
2020-09-23 22:33:51,345,300,45,6900
2020-09-23 22:34:51,665,643,5,13130
2020-09-23 22:35:51,675,665,10,13500
2020-09-23 22:36:51,65,64,1,1300
2020-09-23 22:37:51,676,673,3,13520
2020-09-23 22:38:51,127,120,7,2540
2020-09-23 22:39:51,234,123,99,4560
2020-09-23 22:40:50,54,30,12,960
2020-09-23 22:41:50,23,10,13,460
2020-09-23 22:42:50,345,280,55,6800
2020-09-23 22:43:50,67,44,12,1230
2020-09-23 22:44:50,45,33,12,900
2020-09-23 22:45:50,78,60,18,1560
2020-09-23 22:46:50,56,33,4,930
2020-09-23 22:47:50,456,326,128,9100
2020-09-23 22:48:50,78,33,32,1430
2020-09-23 22:49:50,345,222,111,6780
2020-09-23 22:50:50,344,300,44,6880
2020-09-23 22:51:50,365,281,64,7100
2020-09-23 22:52:50,456,380,70,9060
2020-09-23 22:53:50,78,44,30,1520
2020-09-23 22:54:50,56,12,40,1080
2020-09-23 22:55:50,489,234,222,9450
2020-09-23 22:56:50,456,269,132,8570
2020-09-23 22:57:50,78,45,33,1560
2020-09-23 22:58:50,453,440,12,9050
2020-09-23 22:59:50,123,98,12,2330
2020-09-23 23:00:50,87,60,27,1740
2020-09-23 23:01:50,453,343,62,8580
2020-09-23 23:02:50,88,12,2,1020
2020-09-23 23:03:50,322,224,34,5800
2020-09-23 23:04:50,87,44,12,1430
2020-09-23 23:05:50,345,340,12,6970
2020-09-23 23:06:49,435,320,115,8700
2020-09-23 23:07:49,153,100,50,3030
2020-09-23 23:08:49,321,320,1,6420
2020-09-23 23:09:49,343,343,0,6860
2020-09-23 23:10:49,88,80,8,1760
2020-09-23 23:11:49,634,555,32,12210
2020-09-23 23:12:49,45,40,5,900
2020-09-23 23:13:49,454,444,1,8990
2020-09-23 23:14:49,42,41,1,840
2020-09-23 23:15:49,88,80,8,1760
2020-09-23 23:16:49,78,65,13,1560
2020-09-23 23:17:49,578,478,100,11560
2020-09-23 23:18:49,123,100,23,2460
2020-09-23 23:19:49,88,78,10,1760
2020-09-23 23:20:49,456,400,56,9120
2020-09-23 23:21:49,78,70,8,1560
2020-09-23 23:22:49,56,55,1,1120
2020-09-23 23:23:49,99,90,9,1980
2020-09-23 23:24:49,456,444,12,9120
2020-09-23 23:25:49,6,0,6,120
2020-09-23 23:26:49,233,200,33,4660
2020-09-23 23:27:49,665,555,110,13300
2020-09-23 23:28:49,234,134,100,4680
2020-09-23 23:29:49,23,20,3,460
2020-09-23 23:30:49,232,180,52,4640
2020-09-23 23:31:49,87,50,37,1740
2020-09-23 23:32:48,656,640,15,13110
2020-09-23 23:33:48,345,300,45,6900
2020-09-23 23:34:48,665,643,5,13130
2020-09-23 23:35:48,675,665,10,13500
2020-09-23 23:36:48,65,64,1,1300
2020-09-23 23:37:48,676,673,3,13520
2020-09-23 23:38:48,127,120,7,2540
2020-09-23 23:39:48,234,123,99,4560
2020-09-23 23:40:48,54,30,12,960
2020-09-23 23:41:48,23,10,13,460
2020-09-23 23:42:48,345,280,55,6800
2020-09-23 23:43:48,67,44,12,1230
2020-09-23 23:44:48,45,33,12,900
2020-09-23 23:45:48,78,60,18,1560
2020-09-23 23:46:48,56,33,4,930
2020-09-23 23:47:48,456,326,128,9100
2020-09-23 23:48:48,78,33,32,1430
2020-09-23 23:49:48,345,222,111,6780
2020-09-23 23:50:48,344,300,44,6880
2020-09-23 23:51:48,365,281,64,7100
2020-09-23 23:52:48,456,380,70,9060
2020-09-23 23:53:48,78,44,30,1520
2020-09-23 23:54:48,56,12,40,1080
2020-09-23 23:55:48,489,234,222,9450
2020-09-23 23:56:48,456,269,132,8570
2020-09-23 23:57:48,78,45,33,1560
2020-09-23 23:58:47,453,440,12,9050
2020-09-23 23:59:47,123,98,12,2330
2020-09-24 00:00:47,87,60,27,1740
2020-09-24 00:01:47,453,343,62,8580
2020-09-24 00:02:47,88,12,2,1020
2020-09-24 00:03:47,322,224,34,5800
2020-09-24 00:04:47,87,44,12,1430
2020-09-24 00:05:47,345,340,12,6970
2020-09-24 00:06:47,435,320,115,8700
2020-09-24 00:07:47,153,100,50,3030
2020-09-24 00:08:47,321,320,1,6420
2020-09-24 00:09:47,343,343,0,6860
2020-09-24 00:10:47,88,80,8,1760
2020-09-24 00:11:47,634,555,32,12210
2020-09-24 00:12:47,45,40,5,900
2020-09-24 00:13:47,454,444,1,8990
2020-09-24 00:14:47,42,41,1,840
2020-09-24 00:15:47,88,80,8,1760
2020-09-24 00:16:47,78,65,13,1560
2020-09-24 00:17:47,578,478,100,11560
2020-09-24 00:18:47,123,100,23,2460
2020-09-24 00:19:47,88,78,10,1760
2020-09-24 00:20:47,456,400,56,9120
2020-09-24 00:21:47,78,70,8,1560
2020-09-24 00:22:47,56,55,1,1120
2020-09-24 00:23:47,99,90,9,1980
2020-09-24 00:24:46,456,444,12,9120
2020-09-24 00:25:46,6,0,6,120
2020-09-24 00:26:46,233,200,33,4660
2020-09-24 00:27:46,665,555,110,13300
2020-09-24 00:28:46,234,134,100,4680
2020-09-24 00:29:46,23,20,3,460
2020-09-24 00:30:46,232,180,52,4640
2020-09-24 00:31:46,87,50,37,1740
2020-09-24 00:32:46,656,640,15,13110
2020-09-24 00:33:46,345,300,45,6900
2020-09-24 00:34:46,665,643,5,13130
2020-09-24 00:35:46,675,665,10,13500
2020-09-24 00:36:46,65,64,1,1300
2020-09-24 00:37:46,676,673,3,13520
2020-09-24 00:38:46,127,120,7,2540
2020-09-24 00:39:46,234,123,99,4560
2020-09-24 00:40:46,54,30,12,960
2020-09-24 00:41:46,23,10,13,460
2020-09-24 00:42:46,345,280,55,6800
2020-09-24 00:43:46,67,44,12,1230
2020-09-24 00:44:46,45,33,12,900
2020-09-24 00:45:46,78,60,18,1560
2020-09-24 00:46:46,56,33,4,930
2020-09-24 00:47:46,456,326,128,9100
2020-09-24 00:48:46,78,33,32,1430
2020-09-24 00:49:46,345,222,111,6780
2020-09-24 00:50:45,344,300,44,6880
2020-09-24 00:51:45,365,281,64,7100
2020-09-24 00:52:45,456,380,70,9060
2020-09-24 00:53:45,78,44,30,1520
2020-09-24 00:54:45,56,12,40,1080
2020-09-24 00:55:45,489,234,222,9450
2020-09-24 00:56:45,456,269,132,8570
2020-09-24 00:57:45,78,45,33,1560
2020-09-24 00:58:45,453,440,12,9050
2020-09-24 00:59:45,123,98,12,2330
2020-09-24 01:00:45,87,60,27,1740
2020-09-24 01:01:45,453,343,62,8580
2020-09-24 01:02:45,88,12,2,1020
2020-09-24 01:03:45,322,224,34,5800
2020-09-24 01:04:45,87,44,12,1430
2020-09-24 01:05:45,345,340,12,6970
2020-09-24 01:06:45,435,320,115,8700
2020-09-24 01:07:45,153,100,50,3030
2020-09-24 01:08:45,321,320,1,6420
2020-09-24 01:09:45,343,343,0,6860
2020-09-24 01:10:45,88,80,8,1760
2020-09-24 01:11:45,634,555,32,12210
2020-09-24 01:12:45,45,40,5,900
2020-09-24 01:13:45,454,444,1,8990
2020-09-24 01:14:45,42,41,1,840
2020-09-24 01:15:45,88,80,8,1760
2020-09-24 01:16:44,78,65,13,1560
2020-09-24 01:17:44,578,478,100,11560
2020-09-24 01:18:44,123,100,23,2460
2020-09-24 01:19:44,88,78,10,1760
2020-09-24 01:20:44,456,400,56,9120
2020-09-24 01:21:44,78,70,8,1560
2020-09-24 01:22:44,56,55,1,1120
2020-09-24 01:23:44,99,90,9,1980
2020-09-24 01:24:44,456,444,12,9120
2020-09-24 01:25:44,6,0,6,120
2020-09-24 01:26:44,233,200,33,4660
2020-09-24 01:27:44,665,555,110,13300
2020-09-24 01:28:44,234,134,100,4680
2020-09-24 01:29:44,23,20,3,460
2020-09-24 01:30:44,232,180,52,4640
2020-09-24 01:31:44,87,50,37,1740
2020-09-24 01:32:44,656,640,15,13110
2020-09-24 01:33:44,345,300,45,6900
2020-09-24 01:34:44,665,643,5,13130
2020-09-24 01:35:44,675,665,10,13500
2020-09-24 01:36:44,65,64,1,1300
2020-09-24 01:37:44,676,673,3,13520
2020-09-24 01:38:44,127,120,7,2540
2020-09-24 01:39:44,234,123,99,4560
2020-09-24 01:40:44,54,30,12,960
2020-09-24 01:41:44,23,10,13,460
2020-09-24 01:42:43,345,280,55,6800
2020-09-24 01:43:43,67,44,12,1230
2020-09-24 01:44:43,45,33,12,900
2020-09-24 01:45:43,78,60,18,1560
2020-09-24 01:46:43,56,33,4,930
2020-09-24 01:47:43,456,326,128,9100
2020-09-24 01:48:43,78,33,32,1430
2020-09-24 01:49:43,345,222,111,6780
2020-09-24 01:50:43,344,300,44,6880
2020-09-24 01:51:43,365,281,64,7100
2020-09-24 01:52:43,456,380,70,9060
2020-09-24 01:53:43,78,44,30,1520
2020-09-24 01:54:43,56,12,40,1080
2020-09-24 01:55:43,489,234,222,9450
2020-09-24 01:56:43,456,269,132,8570
2020-09-24 01:57:43,78,45,33,1560
2020-09-24 01:58:43,453,440,12,9050
2020-09-24 01:59:43,123,98,12,2330
2020-09-24 02:00:43,87,60,27,1740
2020-09-24 02:01:43,453,343,62,8580
2020-09-24 02:02:43,88,12,2,1020
2020-09-24 02:03:43,322,224,34,5800
2020-09-24 02:04:43,87,44,12,1430
2020-09-24 02:05:43,345,340,12,6970
2020-09-24 02:06:43,435,320,115,8700
2020-09-24 02:07:43,153,100,50,3030
2020-09-24 02:08:42,321,320,1,6420
2020-09-24 02:09:42,343,343,0,6860
2020-09-24 02:10:42,88,80,8,1760
2020-09-24 02:11:42,634,555,32,12210
2020-09-24 02:12:42,45,40,5,900
2020-09-24 02:13:42,454,444,1,8990
2020-09-24 02:14:42,42,41,1,840
2020-09-24 02:15:42,88,80,8,1760
2020-09-24 02:16:42,78,65,13,1560
2020-09-24 02:17:42,578,478,100,11560
2020-09-24 02:18:42,123,100,23,2460
2020-09-24 02:19:42,88,78,10,1760
2020-09-24 02:20:42,456,400,56,9120
2020-09-24 02:21:42,78,70,8,1560
2020-09-24 02:22:42,56,55,1,1120
2020-09-24 02:23:42,99,90,9,1980
2020-09-24 02:24:42,456,444,12,9120
2020-09-24 02:25:42,6,0,6,120
2020-09-24 02:26:42,233,200,33,4660
2020-09-24 02:27:42,665,555,110,13300
2020-09-24 02:28:42,234,134,100,4680
2020-09-24 02:29:42,23,20,3,460
2020-09-24 02:30:42,232,180,52,4640
2020-09-24 02:31:42,87,50,37,1740
2020-09-24 02:32:42,656,640,15,13110
2020-09-24 02:33:42,345,300,45,6900
2020-09-24 02:34:41,665,643,5,13130
2020-09-24 02:35:41,675,665,10,13500
2020-09-24 02:36:41,65,64,1,1300
2020-09-24 02:37:41,676,673,3,13520
2020-09-24 02:38:41,127,120,7,2540
2020-09-24 02:39:41,234,123,99,4560
2020-09-24 02:40:41,54,30,12,960
2020-09-24 02:41:41,23,10,13,460
2020-09-24 02:42:41,345,280,55,6800
2020-09-24 02:43:41,67,44,12,1230
2020-09-24 02:44:41,45,33,12,900
2020-09-24 02:45:41,78,60,18,1560
